Executing fixed runner now.
Test being executed: RegressionTest1.test043
Test being executed: RegressionTest1.test044
Test being executed: RegressionTest1.test045
Test being executed: RegressionTest1.test046
Test being executed: RegressionTest1.test047
Test being executed: RegressionTest1.test048
Test being executed: RegressionTest1.test049
Test being executed: RegressionTest1.test050
Test being executed: RegressionTest1.test051
Test being executed: RegressionTest1.test052
Test being executed: RegressionTest1.test053
Test being executed: RegressionTest1.test054
Test being executed: RegressionTest1.test055
Test being executed: RegressionTest1.test056
Test being executed: RegressionTest1.test057
Test being executed: RegressionTest1.test058
Test being executed: RegressionTest1.test059
Test being executed: RegressionTest1.test060
Test being executed: RegressionTest1.test061
Test being executed: RegressionTest1.test062
Test being executed: RegressionTest1.test063
Test being executed: RegressionTest1.test064
Test being executed: RegressionTest1.test065
Test being executed: RegressionTest1.test066
Test being executed: RegressionTest1.test067
Test being executed: RegressionTest1.test068
Test being executed: RegressionTest1.test069
Test being executed: RegressionTest1.test070
Test being executed: RegressionTest1.test071
Test being executed: RegressionTest1.test072
Test being executed: RegressionTest1.test073
Test being executed: RegressionTest1.test074
Test being executed: RegressionTest1.test075
Test being executed: RegressionTest1.test076
Test being executed: RegressionTest1.test077
Test being executed: RegressionTest1.test078
Test being executed: RegressionTest1.test079
Test being executed: RegressionTest1.test080
Test being executed: RegressionTest1.test081
Test being executed: RegressionTest1.test082
Test being executed: RegressionTest1.test083
Test being executed: RegressionTest1.test084
Test being executed: RegressionTest1.test085
Test being executed: RegressionTest1.test086
Test being executed: RegressionTest1.test087
Test being executed: RegressionTest1.test088
Test being executed: RegressionTest1.test089
Test being executed: RegressionTest1.test090
Test being executed: RegressionTest1.test091
Test being executed: RegressionTest1.test092
Test being executed: RegressionTest1.test093
Test being executed: RegressionTest1.test094
Test being executed: RegressionTest1.test095
Test being executed: RegressionTest1.test096
Test being executed: RegressionTest1.test097
Test being executed: RegressionTest1.test098
Test being executed: RegressionTest1.test099
Test being executed: RegressionTest1.test100
Test being executed: RegressionTest1.test101
Test being executed: RegressionTest1.test102
Test being executed: RegressionTest1.test103
Test being executed: RegressionTest1.test104
Test being executed: RegressionTest1.test105
Test being executed: RegressionTest1.test106
Test being executed: RegressionTest1.test107
Test being executed: RegressionTest1.test108
Test being executed: RegressionTest1.test109
Test being executed: RegressionTest1.test110
Test being executed: RegressionTest1.test111
Test being executed: RegressionTest1.test112
Test being executed: RegressionTest1.test113
Test being executed: RegressionTest1.test114
Test being executed: RegressionTest1.test115
Test being executed: RegressionTest1.test116
Test being executed: RegressionTest1.test117
Test being executed: RegressionTest1.test118
Test being executed: RegressionTest1.test119
Test being executed: RegressionTest1.test120
Test being executed: RegressionTest1.test121
Test being executed: RegressionTest1.test122
Test being executed: RegressionTest1.test123
Test being executed: RegressionTest1.test124
Test being executed: RegressionTest1.test125
Test being executed: RegressionTest1.test126
Test being executed: RegressionTest1.test127
Test being executed: RegressionTest1.test128
Test being executed: RegressionTest1.test129
Test being executed: RegressionTest1.test130
Test being executed: RegressionTest1.test131
Test being executed: RegressionTest1.test132
Test being executed: RegressionTest1.test133
Test being executed: RegressionTest1.test134
Test being executed: RegressionTest1.test135
Test being executed: RegressionTest1.test136
Test being executed: RegressionTest1.test137
Test being executed: RegressionTest1.test138
Test being executed: RegressionTest1.test139
Test being executed: RegressionTest1.test140
Test being executed: RegressionTest1.test141
Test being executed: RegressionTest1.test142
Test being executed: RegressionTest1.test143
Test being executed: RegressionTest1.test144
Test being executed: RegressionTest1.test145
Test being executed: RegressionTest1.test146
Test being executed: RegressionTest1.test147
Test being executed: RegressionTest1.test148
Test being executed: RegressionTest1.test149
Test being executed: RegressionTest1.test150
Test being executed: RegressionTest1.test151
Test being executed: RegressionTest1.test152
Test being executed: RegressionTest1.test153
Test being executed: RegressionTest1.test154
Test being executed: RegressionTest1.test155
Test being executed: RegressionTest1.test156
Test being executed: RegressionTest1.test157
Test being executed: RegressionTest1.test158
Test being executed: RegressionTest1.test159
Test being executed: RegressionTest1.test160
Test being executed: RegressionTest1.test161
Test being executed: RegressionTest1.test162
Test being executed: RegressionTest1.test163
Test being executed: RegressionTest1.test164
Test being executed: RegressionTest1.test165
Test being executed: RegressionTest1.test166
Test being executed: RegressionTest1.test167
Test being executed: RegressionTest1.test168
Test being executed: RegressionTest1.test169
Test being executed: RegressionTest1.test170
Test being executed: RegressionTest1.test171
Test being executed: RegressionTest1.test172
Test being executed: RegressionTest1.test173
Test being executed: RegressionTest1.test174
Test being executed: RegressionTest1.test175
Test being executed: RegressionTest1.test176
Test being executed: RegressionTest1.test177
Test being executed: RegressionTest1.test178
Test being executed: RegressionTest1.test179
Test being executed: RegressionTest1.test180
Test being executed: RegressionTest1.test181
Test being executed: RegressionTest1.test182
Test being executed: RegressionTest1.test183
Test being executed: RegressionTest1.test184
Test being executed: RegressionTest1.test185
Test being executed: RegressionTest1.test186
Test being executed: RegressionTest1.test187
Test being executed: RegressionTest1.test188
Test being executed: RegressionTest1.test189
Test being executed: RegressionTest1.test190
Test being executed: RegressionTest1.test191
Test being executed: RegressionTest1.test192
Test being executed: RegressionTest1.test193
Test being executed: RegressionTest1.test194
Test being executed: RegressionTest1.test195
Test being executed: RegressionTest1.test196
Test being executed: RegressionTest1.test197
Test being executed: RegressionTest1.test198
Test being executed: RegressionTest1.test199
Test being executed: RegressionTest1.test200
Test being executed: RegressionTest1.test201
Test being executed: RegressionTest1.test202
Test being executed: RegressionTest1.test203
Test being executed: RegressionTest1.test204
Test being executed: RegressionTest1.test205
Test being executed: RegressionTest1.test206
Test being executed: RegressionTest1.test207
Test being executed: RegressionTest1.test208
Test being executed: RegressionTest1.test209
Test being executed: RegressionTest1.test210
Test being executed: RegressionTest1.test211
Test being executed: RegressionTest1.test212
Test being executed: RegressionTest1.test213
Test being executed: RegressionTest1.test214
Test being executed: RegressionTest1.test215
Test being executed: RegressionTest1.test216
Test being executed: RegressionTest1.test217
Test being executed: RegressionTest1.test218
Test being executed: RegressionTest1.test219
Test being executed: RegressionTest1.test220
Test being executed: RegressionTest1.test221
Test being executed: RegressionTest1.test222
Test being executed: RegressionTest1.test223
Test being executed: RegressionTest1.test224
Test being executed: RegressionTest1.test225
Test being executed: RegressionTest1.test226
Test being executed: RegressionTest1.test227
Test being executed: RegressionTest1.test228
Test being executed: RegressionTest1.test229
Test being executed: RegressionTest1.test230
Test being executed: RegressionTest1.test231
Test being executed: RegressionTest1.test232
Test being executed: RegressionTest1.test233
Test being executed: RegressionTest1.test234
Test being executed: RegressionTest1.test235
Test being executed: RegressionTest1.test236
Test being executed: RegressionTest1.test237
Test being executed: RegressionTest1.test238
Test being executed: RegressionTest1.test239
Test being executed: RegressionTest1.test240
Test being executed: RegressionTest1.test241
Test being executed: RegressionTest1.test242
Test being executed: RegressionTest1.test243
Test being executed: RegressionTest1.test244
Test being executed: RegressionTest1.test245
Test being executed: RegressionTest1.test265
Test being executed: RegressionTest1.test270
Test being executed: RegressionTest1.test271
Test being executed: RegressionTest1.test266
Test being executed: RegressionTest1.test267
Test being executed: RegressionTest1.test246
Test being executed: RegressionTest1.test247
Test being executed: RegressionTest1.test248
Test being executed: RegressionTest1.test249
Test being executed: RegressionTest1.test250
Test being executed: RegressionTest1.test251
Test being executed: RegressionTest1.test252
Test being executed: RegressionTest1.test253
Test being executed: RegressionTest1.test254
Test being executed: RegressionTest1.test255
Test being executed: RegressionTest1.test256
Test being executed: RegressionTest1.test257
Test being executed: RegressionTest1.test258
Test being executed: RegressionTest1.test259
Test being executed: RegressionTest1.test260
Test being executed: RegressionTest1.test261
Test being executed: RegressionTest1.test262
Test being executed: RegressionTest1.test263
Test being executed: RegressionTest1.test264
Test being executed: RegressionTest1.test268
Test being executed: RegressionTest1.test269
Test being executed: RegressionTest1.test272
Test being executed: RegressionTest1.test273
Test being executed: RegressionTest1.test274
Test being executed: RegressionTest1.test275
Test being executed: RegressionTest1.test276
Test being executed: RegressionTest1.test277
Test being executed: RegressionTest1.test278
Test being executed: RegressionTest1.test279
Test being executed: RegressionTest1.test280
Test being executed: RegressionTest1.test281
Test being executed: RegressionTest1.test282
Test being executed: RegressionTest1.test283
Test being executed: RegressionTest1.test284
Test being executed: RegressionTest1.test285
Test being executed: RegressionTest1.test286
Test being executed: RegressionTest1.test287
Test being executed: RegressionTest1.test288
Test being executed: RegressionTest1.test289
Test being executed: RegressionTest1.test290
Test being executed: RegressionTest1.test291
Test being executed: RegressionTest1.test292
Test being executed: RegressionTest1.test293
Test being executed: RegressionTest1.test294
Test being executed: RegressionTest1.test295
Test being executed: RegressionTest1.test296
Test being executed: RegressionTest1.test297
Test being executed: RegressionTest1.test298
Test being executed: RegressionTest1.test299
Test being executed: RegressionTest1.test300
Test being executed: RegressionTest1.test301
Test being executed: RegressionTest1.test302
Test being executed: RegressionTest1.test303
Test being executed: RegressionTest1.test304
Test being executed: RegressionTest1.test305
Test being executed: RegressionTest1.test306
Test being executed: RegressionTest1.test307
Test being executed: RegressionTest1.test308
Test being executed: RegressionTest1.test309
Test being executed: RegressionTest1.test310
Test being executed: RegressionTest1.test311
Test being executed: RegressionTest1.test312
Test being executed: RegressionTest1.test313
Test being executed: RegressionTest1.test314
Test being executed: RegressionTest1.test315
Test being executed: RegressionTest1.test316
Test being executed: RegressionTest1.test317
Test being executed: RegressionTest1.test318
Test being executed: RegressionTest1.test319
Test being executed: RegressionTest1.test320
Test being executed: RegressionTest1.test321
Test being executed: RegressionTest1.test322
Test being executed: RegressionTest1.test323
Test being executed: RegressionTest1.test324
Test being executed: RegressionTest1.test325
Test being executed: RegressionTest1.test326
Test being executed: RegressionTest1.test327
Test being executed: RegressionTest1.test328
Test being executed: RegressionTest1.test329
Test being executed: RegressionTest1.test330
Test being executed: RegressionTest1.test331
Test being executed: RegressionTest1.test332
Test being executed: RegressionTest1.test333
Test being executed: RegressionTest1.test334
Test being executed: RegressionTest1.test335
Test being executed: RegressionTest1.test336
Test being executed: RegressionTest1.test337
Test being executed: RegressionTest1.test338
Test being executed: RegressionTest1.test339
Test being executed: RegressionTest1.test340
Test being executed: RegressionTest1.test341
Test being executed: RegressionTest1.test342
Test being executed: RegressionTest1.test343
Test being executed: RegressionTest1.test344
Test being executed: RegressionTest1.test345
Test being executed: RegressionTest1.test346
Test being executed: RegressionTest1.test347
Test being executed: RegressionTest1.test348
Test being executed: RegressionTest1.test349
Test being executed: RegressionTest1.test350
Test being executed: RegressionTest1.test351
Test being executed: RegressionTest1.test352
Test being executed: RegressionTest1.test353
Test being executed: RegressionTest1.test354
Test being executed: RegressionTest1.test355
Test being executed: RegressionTest1.test356
Test being executed: RegressionTest1.test357
Test being executed: RegressionTest1.test358
Test being executed: RegressionTest1.test359
Test being executed: RegressionTest1.test360
Test being executed: RegressionTest1.test361
Test being executed: RegressionTest1.test362
Test being executed: RegressionTest1.test363
Test being executed: RegressionTest1.test364
Test being executed: RegressionTest1.test365
Test being executed: RegressionTest1.test366
Test being executed: RegressionTest1.test367
Test being executed: RegressionTest1.test368
Test being executed: RegressionTest1.test369
Test being executed: RegressionTest1.test370
Test being executed: RegressionTest1.test371
Test being executed: RegressionTest1.test372
Test being executed: RegressionTest1.test373
Test being executed: RegressionTest1.test374
Test being executed: RegressionTest1.test375
Test being executed: RegressionTest1.test376
Test being executed: RegressionTest1.test377
Test being executed: RegressionTest1.test378
Test being executed: RegressionTest1.test379
Test being executed: RegressionTest1.test380
Test being executed: RegressionTest1.test381
Test being executed: RegressionTest1.test382
Test being executed: RegressionTest1.test383
Test being executed: RegressionTest1.test384
Test being executed: RegressionTest1.test385
Test being executed: RegressionTest1.test386
Test being executed: RegressionTest1.test387
Test being executed: RegressionTest1.test388
Test being executed: RegressionTest1.test389
Test being executed: RegressionTest1.test390
Test being executed: RegressionTest1.test391
Test being executed: RegressionTest1.test392
Test being executed: RegressionTest1.test393
Test being executed: RegressionTest1.test394
Test being executed: RegressionTest1.test395
Test being executed: RegressionTest1.test396
Test being executed: RegressionTest1.test397
Test being executed: RegressionTest1.test398
Test being executed: RegressionTest1.test399
Test being executed: RegressionTest1.test400
Test being executed: RegressionTest1.test401
Test being executed: RegressionTest1.test402
Test being executed: RegressionTest1.test403
Test being executed: RegressionTest1.test404
Test being executed: RegressionTest1.test405
Test being executed: RegressionTest1.test406
Test being executed: RegressionTest1.test407
Test being executed: RegressionTest1.test408
Test being executed: RegressionTest1.test409
Test being executed: RegressionTest1.test410
Test being executed: RegressionTest1.test411
Test being executed: RegressionTest1.test412
Test being executed: RegressionTest1.test413
Test being executed: RegressionTest1.test414
Test being executed: RegressionTest1.test415
Test being executed: RegressionTest1.test416
Test being executed: RegressionTest1.test417
Test being executed: RegressionTest1.test418
Test being executed: RegressionTest1.test419
Test being executed: RegressionTest1.test420
Test being executed: RegressionTest1.test421
Test being executed: RegressionTest1.test422
Test being executed: RegressionTest1.test423
Test being executed: RegressionTest1.test424
Test being executed: RegressionTest1.test425
Test being executed: RegressionTest1.test426
Test being executed: RegressionTest1.test427
Test being executed: RegressionTest1.test428
Test being executed: RegressionTest1.test429
Test being executed: RegressionTest1.test430
Test being executed: RegressionTest1.test431
Test being executed: RegressionTest1.test432
Test being executed: RegressionTest1.test433
Test being executed: RegressionTest1.test434
Test being executed: RegressionTest1.test435
Test being executed: RegressionTest1.test436
Test being executed: RegressionTest1.test437
Test being executed: RegressionTest1.test438
Test being executed: RegressionTest1.test439
Test being executed: RegressionTest1.test440
Test being executed: RegressionTest1.test441
Test being executed: RegressionTest1.test442
Test being executed: RegressionTest1.test443
Test being executed: RegressionTest1.test444
Test being executed: RegressionTest1.test445
Test being executed: RegressionTest1.test446
Test being executed: RegressionTest1.test447
Test being executed: RegressionTest1.test448
Test being executed: RegressionTest1.test449
Test being executed: RegressionTest1.test450
Test being executed: RegressionTest1.test451
Test being executed: RegressionTest1.test452
Test being executed: RegressionTest1.test453
Test being executed: RegressionTest1.test454
Test being executed: RegressionTest1.test455
Test being executed: RegressionTest1.test456
Test being executed: RegressionTest1.test457
Test being executed: RegressionTest1.test458
Test being executed: RegressionTest1.test459
Test being executed: RegressionTest1.test460
Test being executed: RegressionTest1.test461
Test being executed: RegressionTest1.test462
Test being executed: RegressionTest1.test463
Test being executed: RegressionTest1.test464
Test being executed: RegressionTest1.test465
Test being executed: RegressionTest1.test466
Test being executed: RegressionTest1.test467
Test being executed: RegressionTest1.test468
Test being executed: RegressionTest1.test469
Test being executed: RegressionTest1.test470
Test being executed: RegressionTest1.test471
Test being executed: RegressionTest1.test472
Test being executed: RegressionTest1.test473
Test being executed: RegressionTest1.test474
Test being executed: RegressionTest1.test475
Test being executed: RegressionTest1.test476
Test being executed: RegressionTest1.test477
Test being executed: RegressionTest1.test478
Test being executed: RegressionTest1.test479
Test being executed: RegressionTest1.test480
Test being executed: RegressionTest1.test481
Test being executed: RegressionTest1.test482
Test being executed: RegressionTest1.test483
Test being executed: RegressionTest1.test484
Test being executed: RegressionTest1.test485
Test being executed: RegressionTest1.test486
Test being executed: RegressionTest1.test487
Test being executed: RegressionTest1.test488
Test being executed: RegressionTest1.test489
Test being executed: RegressionTest1.test490
Test being executed: RegressionTest1.test491
Test being executed: RegressionTest1.test492
Test being executed: RegressionTest1.test493
Test being executed: RegressionTest1.test494
Test being executed: RegressionTest1.test495
Test being executed: RegressionTest1.test496
Test being executed: RegressionTest1.test497
Test being executed: RegressionTest1.test498
Test being executed: RegressionTest1.test499
Test being executed: RegressionTest1.test500
Total execution time: 8202472101

Pass: 1244, Fail: 0, Error: 36
